scaffold	start	end	mid	sites	lnL
chr_W	194730	195441	195083	50	-167.47394
chr_W	195445	195924	195671	50	NA
chr_W	195958	196862	196471	50	-201.12876
chr_W	196890	197324	197100	50	-180.48409
chr_W	197325	199270	198677	50	-263.71842
chr_W	199277	199977	199560	50	-193.29994
chr_W	200015	202563	201112	50	-187.12694
chr_W	202564	204147	203467	50	-199.39375
chr_W	204361	210503	208435	50	-321.84319
chr_W	210507	213181	211809	50	-253.69738
chr_W	213184	215748	215164	50	-208.42731
chr_W	215752	219286	217230	50	-188.13010
chr_W	219474	220307	219932	50	-219.36566
chr_W	220328	221001	220670	50	-190.59692
chr_W	221005	222991	221721	50	-293.93355
chr_W	223192	231075	228926	50	NA
chr_W	231085	257173	250236	50	-216.03862
chr_W	257917	289987	264836	50	-483.54502
chr_W	289995	292966	291323	50	-198.32709
chr_W	292976	294239	293400	50	-200.66532
chr_W	294247	294660	294448	50	NA
chr_W	294662	295112	294912	50	-197.24446
chr_W	295118	295690	295378	50	-192.38566
chr_W	295691	296539	296108	50	-193.01116
chr_W	296543	309801	307143	50	-218.73661
chr_W	309806	311161	310221	50	NA
chr_W	311186	313988	312362	50	NA
chr_W	314038	317409	315776	50	NA
chr_W	317420	320216	318931	50	NA
chr_W	320721	324800	322901	50	NA
chr_W	325164	329168	327483	50	NA
chr_W	329192	333899	331025	50	NA
chr_W	333938	335926	335384	50	-265.33991
chr_W	335929	336496	336208	50	-179.12302
chr_W	336502	337242	336909	50	-193.88537
chr_W	337245	338319	337795	50	-192.49989
chr_W	338325	339190	338794	50	NA
chr_W	339191	339749	339494	50	-202.38435
chr_W	339758	341423	340233	50	-171.43030
chr_W	341425	344772	342324	50	-252.93393
chr_W	344780	348709	346805	50	-322.84650
chr_W	348717	349303	349019	50	-185.29675
chr_W	349308	350394	349870	50	-219.95275
chr_W	350418	351055	350769	50	-173.00002
chr_W	351058	352173	351692	50	-204.41627
chr_W	352174	354469	352750	50	-210.52572
chr_W	354480	360673	358632	50	NA
chr_W	360696	364905	363036	50	-300.85442
chr_W	364909	365345	365126	50	-179.02330
chr_W	365352	372907	366982	50	-233.68276
chr_W	372932	376003	374250	50	NA
chr_W	376072	391124	380856	50	NA
chr_W	391154	393353	392033	50	NA
chr_W	393461	397328	395425	50	NA
chr_W	397394	407939	404251	50	NA
chr_W	407941	418484	414175	50	-312.68298
chr_W	418491	421989	419336	50	-217.52443
chr_W	422041	440378	432794	50	NA
chr_W	440406	451753	446020	50	NA
chr_W	451772	455418	454457	50	-231.86104
chr_W	455427	456861	456174	50	-351.64700
chr_W	456862	457625	457223	50	-278.22817
chr_W	457626	459240	458431	50	-263.69534
chr_W	459241	461024	460099	50	-534.37520
chr_W	461057	468930	465574	50	-475.15517
chr_W	468932	473444	470749	50	-268.09557
chr_W	474157	478477	476887	50	NA
chr_W	478483	480800	479869	50	NA
chr_W	480813	482896	481465	50	-227.75103
chr_W	482900	488195	485678	50	NA
chr_W	488262	492937	491001	50	NA
chr_W	492940	501788	499477	50	NA
chr_W	501789	519341	505408	50	NA
chr_W	519350	519933	519749	50	-241.29855
chr_W	519935	520210	520082	50	-203.48051
chr_W	520213	520542	520389	50	-248.18053
chr_W	520543	520809	520670	50	-301.89219
chr_W	520813	521130	520946	50	-247.46253
chr_W	521141	522136	521474	50	-256.34971
chr_W	522150	525525	523778	50	NA
chr_W	525594	526544	526156	50	-228.78956
chr_W	526568	527309	526934	50	NA
chr_W	527312	527823	527543	50	-282.48941
chr_W	527825	529406	528715	50	-198.16058
chr_W	529413	532197	530700	50	-283.20381
chr_W	532198	532885	532588	50	-246.76173
chr_W	532894	535790	533840	50	-278.27971
chr_W	535796	538674	537837	50	-210.20592
chr_W	538675	547506	543427	50	NA
chr_W	547617	553655	550897	50	NA
chr_W	553772	565274	559298	50	NA
chr_W	565286	570142	567934	50	NA
chr_W	570212	571468	571168	50	-201.38698
chr_W	571522	572057	571778	50	-234.93972
chr_W	572065	573001	572580	50	-220.19035
chr_W	573009	573704	573363	50	-186.60499
chr_W	573713	574450	574098	50	-203.61063
chr_W	574466	575017	574753	50	-210.27102
chr_W	575034	577695	576455	50	-243.10709
chr_W	577710	578678	578204	50	-172.63878
chr_W	578680	579251	578975	50	-187.55137
chr_W	579252	581355	579887	50	-209.68208
chr_W	581491	588795	583236	50	-228.82678
chr_W	588837	596118	592335	50	-368.39758
chr_W	596230	607129	600409	50	NA
chr_W	607133	609398	608444	50	NA
chr_W	609400	611296	610422	50	NA
chr_W	611304	626213	619146	50	NA
chr_W	626384	696570	665455	50	-363.26436
chr_W	696571	699054	697756	50	-347.53692
chr_W	699075	700983	699763	50	-267.66079
chr_W	701004	703621	702013	50	-313.54998
chr_W	703630	704141	703912	50	-171.13433
chr_W	704161	704668	704404	50	-183.95489
chr_W	704672	705824	705284	50	-196.32511
chr_W	705830	706791	706302	50	-196.98764
chr_W	706798	707512	707163	50	-233.52345
chr_W	707518	714903	711072	50	-374.02207
chr_W	715044	716816	716123	50	NA
chr_W	716929	717798	717390	50	NA
chr_W	717799	723049	720391	50	NA
chr_W	723057	724061	723445	50	NA
chr_W	724071	725161	724607	50	NA
chr_W	725206	727219	726381	50	NA
chr_W	727562	737959	730065	50	NA
chr_W	737961	739790	738498	50	-186.56972
chr_W	739791	741319	740395	50	-199.29582
chr_W	741341	742478	741844	50	-204.08024
chr_W	742503	744746	743925	50	-187.89452
chr_W	744752	746816	745562	50	-208.79855
chr_W	746923	750772	748024	50	-208.21912
chr_W	750782	752215	751602	50	-209.98669
chr_W	752230	752957	752664	50	-189.48698
chr_W	752988	755052	753830	50	-229.13594
chr_W	755097	755990	755633	50	-216.81077
chr_W	755992	756587	756271	50	-201.24006
chr_W	756596	757999	757172	50	-262.37024
chr_W	758057	760282	759223	50	-291.80745
chr_W	760293	761494	760663	50	-224.99876
chr_W	761500	763587	762762	50	NA
chr_W	763593	765815	764840	50	-178.74667
chr_W	765860	768696	766797	50	-195.76961
chr_W	768697	771727	770588	50	-229.33579
chr_W	771734	773774	772651	50	-200.58503
chr_W	773782	776179	774564	50	-215.69104
chr_W	776190	777174	776714	50	-180.33120
chr_W	777205	778293	777758	50	-212.83581
chr_W	778301	779863	778955	50	-187.14592
chr_W	779870	782312	780804	50	-265.53861
chr_W	782400	784618	783438	50	NA
chr_W	784627	787416	786546	50	-274.64527
chr_W	787441	787728	787602	50	NA
chr_W	787729	788312	787973	50	-194.61037
chr_W	788322	788878	788619	50	-209.75893
chr_W	788890	791398	789261	50	-205.50878
chr_W	791438	795134	792509	50	NA
chr_W	795136	797537	796359	50	NA
chr_W	797543	801932	799487	50	NA
chr_W	802064	803457	802998	50	NA
chr_W	803468	804570	803910	50	-209.20890
chr_W	804571	805183	804867	50	-201.26096
chr_W	805207	807237	806313	50	-213.39466
chr_W	807247	815705	811192	50	-301.62451
chr_W	815902	818168	817361	50	-243.59507
chr_W	818176	819658	819067	50	-188.53493
chr_W	819659	821393	820615	50	-224.44188
chr_W	821405	822447	822056	50	NA
chr_W	822448	823993	823454	50	-194.15137
chr_W	824006	824839	824481	50	NA
chr_W	824860	825311	825101	50	-211.87995
chr_W	825312	826304	825551	50	-223.54182
chr_W	826327	828740	827667	50	NA
chr_W	828741	829305	829019	50	-284.33861
chr_W	829311	829927	829589	50	-279.18230
chr_W	829934	830778	830409	50	-251.73506
chr_W	830782	832259	831493	50	-201.21170
chr_W	832276	833722	832944	50	-196.52844
chr_W	833781	835385	834521	50	-196.73374
chr_W	835408	836248	835858	50	-209.54173
chr_W	838579	842521	840435	50	NA
chr_W	842625	848811	845447	50	NA
chr_W	848812	913946	902324	50	NA
chr_W	913947	921372	918516	50	NA
chr_W	921380	922713	922111	50	NA
chr_W	922720	924538	923478	50	NA
chr_W	924547	929655	927190	50	NA
chr_W	929769	936225	933084	50	NA
chr_W	936257	942040	940524	50	NA
chr_W	942041	943167	942614	50	NA
chr_W	943318	948926	945749	50	NA
chr_W	948943	950925	950491	50	-208.93404
chr_W	950928	951474	951203	50	-222.41533
chr_W	951488	952089	951776	50	-238.21857
chr_W	952090	952458	952272	50	-219.16280
chr_W	952463	952902	952662	50	-158.77767
chr_W	952907	954393	953460	50	-204.64152
chr_W	954457	958079	955833	50	-358.68684
chr_W	958081	972913	963150	50	-263.16502
chr_W	972924	977116	975718	50	-182.96000
chr_W	977120	977620	977385	50	-196.44455
chr_W	977623	978281	977883	50	-179.37282
chr_W	978283	979140	978677	50	-190.97364
chr_W	979173	981385	979934	50	-306.30895
chr_W	981419	983004	982163	50	NA
chr_W	983071	986808	984601	50	NA
chr_W	986819	987826	987135	50	NA
chr_W	987955	992502	989850	50	NA
chr_W	992510	996619	995080	50	NA
chr_W	996641	998036	997283	50	NA
chr_W	998066	1002069	1000465	50	-317.36197
chr_W	1002070	1002535	1002365	50	-218.00869
chr_W	1002543	1006449	1003106	50	-267.76334
chr_W	1006452	1008308	1007391	50	NA
chr_W	1008309	1015619	1011112	50	NA
chr_W	1015620	1018425	1017040	50	NA
chr_W	1018427	1021475	1020179	50	-290.13294
chr_W	1021519	1022326	1021938	50	-186.67494
chr_W	1022327	1025801	1023859	50	-307.67298
chr_W	1025844	1026655	1026437	50	-204.11279
chr_W	1026657	1027078	1026846	50	-234.51749
chr_W	1027110	1027626	1027387	50	-213.13076
chr_W	1027627	1028075	1027873	50	-186.76375
chr_W	1028083	1028604	1028349	50	-192.27753
chr_W	1028608	1028998	1028805	50	-211.38522
chr_W	1028999	1029569	1029244	50	-177.35012
chr_W	1029572	1030236	1029920	50	-208.35956
chr_W	1030255	1030873	1030615	50	-250.69537
chr_W	1030887	1031857	1031404	50	-169.09983
chr_W	1031870	1032992	1032449	50	-193.76631
chr_W	1033003	1033677	1033338	50	-182.35908
chr_W	1034150	1041128	1037196	50	NA
chr_W	1041136	1043525	1042451	50	NA
chr_W	1043543	1046415	1045491	50	NA
chr_W	1046427	1052334	1049194	50	NA
chr_W	1053202	1060572	1057171	50	-350.09655
chr_W	1060578	1061378	1061038	50	-199.56151
chr_W	1061379	1062157	1061864	50	-185.67445
chr_W	1062158	1062743	1062451	50	-193.67104
chr_W	1062761	1063300	1063056	50	-193.95221
chr_W	1063301	1063868	1063590	50	-188.60267
chr_W	1063878	1064865	1064378	50	NA
chr_W	1064878	1065585	1065267	50	NA
chr_W	1065621	1066940	1066520	50	-226.67484
chr_W	1067014	1068930	1068190	50	-173.75431
chr_W	1068954	1069551	1069268	50	-179.99847
chr_W	1069565	1070508	1070083	50	-193.64868
chr_W	1070516	1071172	1070838	50	-199.26361
chr_W	1071198	1071797	1071504	50	-177.57099
chr_W	1071802	1072531	1072212	50	-157.91854
chr_W	1072575	1073250	1072924	50	-175.54743
chr_W	1073253	1074061	1073712	50	-171.52067
chr_W	1074064	1075291	1074528	50	-202.12898
chr_W	1075307	1076561	1075807	50	-190.82696
chr_W	1076603	1077205	1076882	50	-193.85199
chr_W	1077208	1077784	1077485	50	-183.44269
chr_W	1077809	1078421	1078136	50	-194.35297
chr_W	1078434	1079320	1078883	50	-194.06613
chr_W	1079326	1080045	1079718	50	-198.03263
chr_W	1080088	1081706	1080624	50	-207.34390
chr_W	1081741	1083952	1082953	50	-206.08530
chr_W	1083961	1085644	1084772	50	-214.99479
chr_W	1085726	1086404	1086105	50	-224.79046
chr_W	1086405	1087224	1086844	50	-202.63909
chr_W	1087257	1088149	1087664	50	-187.89029
chr_W	1088153	1089549	1088837	50	-217.54097
chr_W	1089656	1090518	1090112	50	NA
chr_W	1090532	1091080	1090840	50	NA
chr_W	1091094	1091746	1091493	50	NA
chr_W	1091764	1093369	1092392	50	-265.21930
chr_W	1093375	1094399	1093962	50	-214.55160
chr_W	1094404	1095373	1094863	50	-222.11024
chr_W	1095374	1096040	1095708	50	-226.10168
chr_W	1096044	1097074	1096594	50	-195.11691
chr_W	1097102	1100938	1098077	50	-183.90785
chr_W	1101079	1106897	1102604	50	NA
chr_W	1106996	1116020	1109624	50	-276.41694
chr_W	1116182	1121122	1119027	50	NA
chr_W	1121208	1131864	1123945	50	NA
chr_W	1131872	1144477	1138732	50	-261.03547
chr_W	1144501	1147809	1146217	50	-284.75544
chr_W	1147836	1150113	1149342	50	-187.89306
chr_W	1150130	1151044	1150671	50	-224.37911
chr_W	1151053	1167197	1156126	50	-262.80322
chr_W	1167219	1171173	1169234	50	NA
chr_W	1171273	1179385	1174477	50	NA
chr_W	1179393	1182958	1181454	50	NA
chr_W	1183029	1185660	1184280	50	-339.58116
chr_W	1185677	1188127	1186958	50	-207.96320
chr_W	1188133	1188658	1188404	50	-173.97888
chr_W	1188662	1189247	1188871	50	-209.88244
chr_W	1189249	1190021	1189684	50	-179.45796
chr_W	1190022	1190401	1190249	50	-229.69221
chr_W	1190405	1193748	1191213	50	-295.81989
chr_W	1193917	1203711	1199336	50	-267.84383
chr_W	1203712	1209137	1204781	50	-299.24591
chr_W	1209199	1210438	1209940	50	NA
chr_W	1210457	1211543	1210984	50	NA
chr_W	1211577	1219450	1215849	50	NA
chr_W	1219461	1222925	1220733	50	NA
chr_W	1223099	1228331	1226990	50	NA
chr_W	1228460	1231742	1230117	50	NA
chr_W	1232039	1242052	1236559	50	NA
chr_W	1242076	1242870	1242579	50	-218.01608
chr_W	1242882	1243426	1243192	50	-414.26413
chr_W	1243433	1244605	1243808	50	-392.16572
chr_W	1244606	1245183	1244864	50	-225.45761
chr_W	1245186	1245817	1245517	50	-207.45832
chr_W	1245820	1248634	1246837	50	-265.01747
chr_W	1248643	1257121	1256505	50	-216.11957
chr_W	1257203	1258194	1257415	50	-222.89397
chr_W	1258205	1259702	1258905	50	-258.35510
chr_W	1259707	1270183	1265117	50	-334.83444
chr_W	1270224	1274529	1271838	50	NA
chr_W	1274530	1278042	1276130	50	NA
chr_W	1278060	1287125	1282496	50	NA
chr_W	1287331	1292869	1289330	50	NA
chr_W	1292995	1298383	1295350	50	NA
chr_W	1298760	1301783	1300803	50	NA
chr_W	1301832	1302506	1302165	50	NA
chr_W	1302516	1304458	1303107	50	NA
chr_W	1304483	1307829	1307037	50	-247.25182
chr_W	1307830	1308629	1308240	50	-182.60945
chr_W	1308642	1309841	1309335	50	-226.76940
chr_W	1309844	1311989	1310543	50	-316.62380
chr_W	1314569	1328517	1323906	50	NA
chr_W	1328847	1334697	1332942	50	NA
chr_W	1334735	1340283	1336891	50	NA
chr_W	1340381	1354744	1346759	50	NA
chr_W	1354746	1402997	1380357	50	NA
chr_W	1403241	1411518	1409491	50	NA
chr_W	1411519	1414992	1413204	50	NA
chr_W	1415116	1416995	1416063	50	NA
chr_W	1417029	1421917	1418563	50	NA
chr_W	1422057	1425676	1424334	50	-326.75409
chr_W	1425714	1431080	1427993	50	NA
chr_W	1431112	1440621	1437446	50	NA
chr_W	1440686	1451013	1444629	50	NA
chr_W	1451067	1454665	1453104	50	NA
chr_W	1454686	1458147	1456564	50	NA
chr_W	1462922	1464260	1463513	50	-184.59968
chr_W	1464268	1465839	1465027	50	-219.95254
chr_W	1465958	1467151	1466559	50	-194.06810
chr_W	1467168	1468195	1467668	50	-241.17328
chr_W	1468238	1475117	1470207	50	-258.48801
chr_W	1475122	1475886	1475502	50	-191.12500
chr_W	1476116	1477848	1476949	50	-209.06643
chr_W	1477883	1479079	1478398	50	-238.78342
chr_W	1479088	1480332	1479713	50	NA
chr_W	1480335	1481602	1481097	50	-207.17593
chr_W	1481605	1482422	1482068	50	-227.53151
chr_W	1482423	1484125	1483433	50	-194.13792
chr_W	1484131	1486163	1485197	50	-201.72939
chr_W	1486164	1487954	1487186	50	-195.99202
chr_W	1488029	1488585	1488353	50	-210.99637
chr_W	1488588	1489274	1488920	50	-229.65274
chr_W	1489276	1490767	1489900	50	-192.24694
chr_W	1490768	1491578	1491243	50	-205.71115
chr_W	1491583	1492403	1491954	50	-187.96322
chr_W	1492420	1493904	1492890	50	-181.13300
chr_W	1493915	1494318	1494129	50	-290.82338
chr_W	1494329	1494752	1494550	50	-218.94848
chr_W	1494760	1498753	1495552	50	-308.86104
chr_W	1498754	1499726	1499201	50	NA
chr_W	1499734	1500834	1500257	50	-196.50610
chr_W	1500864	1501872	1501245	50	-214.70552
chr_W	1501894	1502920	1502386	50	-186.53447
chr_W	1502934	1503653	1503305	50	-161.13812
chr_W	1503663	1504767	1504243	50	-231.13537
chr_W	1504779	1505967	1505279	50	-236.59240
chr_W	1505968	1506585	1506323	50	-198.03698
chr_W	1506588	1509688	1507653	50	-252.16360
chr_W	1509811	1511973	1510843	50	NA
chr_W	1511983	1523149	1514578	50	-240.85299
chr_W	1523163	1524010	1523529	50	NA
chr_W	1524023	1525209	1524806	50	-205.72786
chr_W	1525212	1526044	1525564	50	-202.86525
chr_W	1526065	1527165	1526466	50	-194.63945
chr_W	1527171	1591103	1551394	50	-274.20547
chr_W	1591109	1591877	1591524	50	-240.03557
chr_W	1591878	1595479	1593606	50	-254.40428
chr_W	1595480	1596141	1595861	50	-288.36556
chr_W	1596143	1597008	1596395	50	-384.91052
chr_W	1597062	1598577	1597874	50	-223.84189
chr_W	1598609	1600946	1599940	50	-193.96655
chr_W	1600948	1603927	1602399	50	-234.74674
chr_W	1603928	1605656	1604453	50	NA
chr_W	1605659	1607800	1606976	50	-227.34243
chr_W	1607811	1608688	1608175	50	-188.94022
chr_W	1608689	1611728	1610605	50	-293.32862
chr_W	1611732	1612389	1612125	50	-200.25085
chr_W	1612403	1612740	1612562	50	NA
chr_W	1612746	1613225	1613016	50	NA
chr_W	1613226	1614348	1613780	50	NA
chr_W	1614371	1614955	1614675	50	NA
chr_W	1614976	1615504	1615207	50	NA
chr_W	1615505	1616369	1615854	50	-192.85594
chr_W	1616370	1616828	1616601	50	NA
chr_W	1616833	1617379	1617066	50	-176.55425
chr_W	1617386	1618915	1618151	50	-244.40914
chr_W	1618966	1619707	1619291	50	-163.87021
chr_W	1619721	1621297	1620427	50	-183.00650
chr_W	1621318	1624632	1622882	50	-207.86126
chr_W	1624637	1646725	1632312	50	-486.88235
chr_W	1646738	1701491	1684823	50	NA
chr_W	1701500	1702848	1702560	50	-198.64294
chr_W	1702857	1703377	1703153	50	-210.86721
chr_W	1703388	1703874	1703653	50	-189.63159
chr_W	1703903	1704517	1704210	50	-180.12892
chr_W	1704534	1705239	1704865	50	-191.46207
chr_W	1705243	1706132	1705667	50	-177.37713
chr_W	1706183	1706961	1706518	50	-211.37622
chr_W	1706964	1707847	1707369	50	NA
chr_W	1707848	1708398	1708107	50	-169.38521
chr_W	1708400	1709449	1708707	50	NA
chr_W	1709455	1710300	1709876	50	NA
chr_W	1710309	1711178	1710771	50	NA
chr_W	1711188	1711990	1711528	50	NA
chr_W	1712010	1712833	1712421	50	-200.10742
chr_W	1712842	1713591	1713208	50	-182.77445
chr_W	1713602	1714883	1714373	50	-248.13697
chr_W	1714894	1715378	1715147	50	-197.43560
chr_W	1715388	1716061	1715665	50	NA
chr_W	1716095	1719950	1717120	50	-295.49436
chr_W	1719993	1720743	1720441	50	-305.12327
chr_W	1720744	1722647	1721269	50	-228.26450
chr_W	1722664	1723165	1722894	50	-198.01796
chr_W	1723174	1724368	1723538	50	NA
chr_W	1725326	1728008	1726834	50	-441.78162
chr_W	1728009	1729590	1728704	50	NA
chr_W	1729601	1731798	1730496	50	NA
chr_W	1731829	1734795	1733483	50	NA
chr_W	1734803	1738575	1737874	50	NA
chr_W	1738584	1740741	1739336	50	NA
chr_W	1740838	1742911	1742203	50	-269.95889
chr_W	1742982	1745453	1744130	50	-197.15893
chr_W	1745745	1748946	1747914	50	-259.39110
chr_W	1748966	1751609	1750635	50	-226.18579
chr_W	1751640	1753538	1752333	50	-312.10330
chr_W	1753561	1757710	1754634	50	-246.89335
chr_W	1757731	1765715	1761206	50	NA
chr_W	1765719	1769427	1768270	50	-302.42278
chr_W	1769428	1770434	1769968	50	-201.31778
chr_W	1770471	1772180	1771258	50	-188.90073
chr_W	1772182	1776960	1774663	50	-238.39361
chr_W	1776970	1777617	1777303	50	-199.87165
chr_W	1777637	1778608	1778123	50	-182.02210
chr_W	1778667	1779440	1779074	50	-190.89062
chr_W	1779445	1780016	1779788	50	-197.05022
chr_W	1780019	1780451	1780232	50	-226.71915
chr_W	1780464	1780891	1780688	50	NA
chr_W	1780917	1781308	1781131	50	NA
chr_W	1781310	1781764	1781491	50	-238.28783
chr_W	1781787	1782142	1781994	50	-224.34342
chr_W	1782143	1782599	1782392	50	-212.87482
chr_W	1782604	1784043	1782747	50	-182.06247
chr_W	1784818	1785912	1785429	50	-194.64954
chr_W	1785914	1787244	1786623	50	-214.83198
chr_W	1787257	1790539	1788252	50	-241.75973
chr_W	1790547	1791715	1791193	50	-206.04862
chr_W	1791732	1792406	1792144	50	-165.14566
chr_W	1792412	1793392	1793000	50	-197.31543
chr_W	1793416	1796303	1794560	50	-214.27213
chr_W	1796401	1799359	1797525	50	-244.73670
chr_W	1799361	1800730	1800010	50	-193.78227
chr_W	1800738	1801407	1801034	50	-238.38130
chr_W	1801423	1801745	1801611	50	-172.60298
chr_W	1801746	1802440	1802049	50	-212.95589
chr_W	1802452	1803282	1802852	50	-215.59968
chr_W	1803324	1803924	1803612	50	-209.67898
chr_W	1803925	1804641	1804150	50	-194.82844
chr_W	1804670	1806052	1805607	50	-178.60270
chr_W	1806072	1807162	1806857	50	-186.98024
chr_W	1807169	1807875	1807531	50	-229.40885
chr_W	1808036	1809380	1808865	50	-200.24344
chr_W	1809392	1810799	1810195	50	-204.57440
chr_W	1810807	1812154	1811306	50	-232.78573
chr_W	1812155	1813074	1812657	50	-196.86737
chr_W	1813075	1814592	1813710	50	-177.29617
chr_W	1814597	1819041	1816826	50	-359.09702
