scaffold	start	end	mid	sites	lnL
chr_W	440406	455418	450239	100	-880.91065
chr_W	455427	457625	456699	100	-730.16825
chr_W	457626	461024	459265	100	-1025.41886
chr_W	461057	473444	468162	100	-773.63835
chr_W	474157	480800	478378	100	NA
chr_W	480813	488195	483571	100	-592.49576
chr_W	488262	501788	495239	100	NA
chr_W	501789	519933	512578	100	-565.34764
chr_W	519935	520542	520235	100	-448.24081
chr_W	520543	521130	520808	100	-581.84546
chr_W	521141	525525	522626	100	-637.24782
chr_W	525594	527309	526545	100	-443.58090
chr_W	527312	529406	528129	100	-492.58928
chr_W	529413	532885	531644	100	-541.17148
chr_W	532894	538674	535838	100	-519.87581
chr_W	538675	553655	547162	100	NA
chr_W	553772	570142	563616	100	NA
chr_W	570212	572057	571473	100	-442.98234
chr_W	572065	573704	572971	100	-413.91455
chr_W	573713	575017	574426	100	-425.95887
chr_W	575034	578678	577330	100	-428.06857
chr_W	578680	581355	579431	100	-396.75877
chr_W	581491	596118	587786	100	-613.75469
chr_W	596230	609398	604426	100	NA
chr_W	609400	626213	614784	100	NA
chr_W	626384	699054	681605	100	-698.74183
chr_W	699075	703621	700888	100	-627.24117
chr_W	703630	704668	704158	100	-357.72926
chr_W	704672	706791	705793	100	-403.64437
chr_W	706798	714903	709117	100	-588.12493
chr_W	715044	717798	716757	100	NA
chr_W	717799	724061	721918	100	NA
chr_W	724071	727219	725494	100	NA
chr_W	727562	739790	734282	100	-543.87267
chr_W	739791	742478	741120	100	-418.38831
chr_W	742503	746816	744743	100	-402.76154
chr_W	746923	752215	749813	100	-455.33968
chr_W	752230	755052	753247	100	-425.86885
chr_W	755097	756587	755952	100	-415.78682
chr_W	756596	760282	758198	100	-599.82954
chr_W	760293	763587	761712	100	-426.64541
chr_W	763593	768696	765819	100	-376.26723
chr_W	768697	773774	771619	100	-468.23270
chr_W	773782	777174	775639	100	-399.93999
chr_W	777205	779863	778357	100	-400.76851
chr_W	779870	784618	782121	100	-671.31514
chr_W	784627	787728	787074	100	-460.92508
chr_W	787729	788878	788296	100	-419.38288
chr_W	788890	795134	790885	100	-560.25750
chr_W	795136	801932	797923	100	NA
chr_W	802064	804570	803454	100	-442.13481
chr_W	804571	807237	805590	100	-413.50905
chr_W	807247	818168	814277	100	-535.45410
chr_W	818176	821393	819841	100	-426.35121
chr_W	821405	823993	822755	100	-394.07364
chr_W	824006	825311	824791	100	-422.84147
chr_W	825312	828740	826609	100	-443.49382
chr_W	828741	829927	829304	100	-577.34655
chr_W	829934	832259	830951	100	-474.02938
chr_W	832276	835385	833733	100	-397.47304
chr_W	835408	842521	838146	100	-562.53508
chr_W	842625	913946	873885	100	NA
chr_W	913947	922713	920313	100	NA
chr_W	922720	929655	925334	100	NA
chr_W	929769	942040	936804	100	NA
chr_W	942041	948926	944181	100	NA
chr_W	948943	951474	950847	100	-450.31296
chr_W	951488	952458	952024	100	-466.97382
chr_W	952463	954393	953061	100	-373.67044
chr_W	954457	972913	959492	100	-717.47913
chr_W	972924	977620	976552	100	-391.07796
chr_W	977623	979140	978280	100	-379.26507
chr_W	979173	983004	981048	100	-682.14822
chr_W	983071	987826	985868	100	NA
chr_W	987955	996619	992465	100	NA
chr_W	996641	1002069	998874	100	-692.34307
chr_W	1002070	1006449	1002735	100	-498.08501
chr_W	1006452	1015619	1009251	100	NA
chr_W	1015620	1021475	1018610	100	-663.27025
chr_W	1021519	1025801	1022898	100	-485.39684
chr_W	1025844	1027078	1026642	100	-441.36953
chr_W	1027110	1028075	1027630	100	-404.85150
chr_W	1028083	1028998	1028577	100	-407.63521
chr_W	1028999	1030236	1029582	100	-393.81755
chr_W	1030255	1031857	1031009	100	-433.36419
chr_W	1031870	1033677	1032893	100	-377.51204
chr_W	1034150	1043525	1039823	100	NA
chr_W	1043543	1052334	1047342	100	NA
chr_W	1053202	1061378	1059105	100	-544.88549
chr_W	1061379	1062743	1062157	100	-385.79704
chr_W	1062761	1063868	1063323	100	-387.26707
chr_W	1063878	1065585	1064823	100	NA
chr_W	1065621	1068930	1067355	100	-413.01257
chr_W	1068954	1070508	1069675	100	-377.32190
chr_W	1070516	1071797	1071171	100	-382.82419
chr_W	1071802	1073250	1072568	100	-333.08968
chr_W	1073253	1075291	1074120	100	-378.59902
chr_W	1075307	1077205	1076345	100	-391.52226
chr_W	1077208	1078421	1077810	100	-384.49352
chr_W	1078434	1080045	1079300	100	-398.59582
chr_W	1080088	1083952	1081788	100	-418.19176
chr_W	1083961	1086404	1085439	100	-454.25509
chr_W	1086405	1088149	1087254	100	-402.66392
chr_W	1088153	1090518	1089475	100	-419.61634
chr_W	1090532	1091746	1091167	100	NA
chr_W	1091764	1094399	1093177	100	-474.12191
chr_W	1094404	1096040	1095286	100	-448.78345
chr_W	1096044	1100938	1097335	100	-389.03808
chr_W	1101079	1116020	1106114	100	-653.90552
chr_W	1116182	1131864	1121486	100	NA
chr_W	1131872	1147809	1142474	100	-542.53742
chr_W	1147836	1151044	1150006	100	-417.93178
chr_W	1151053	1171173	1162680	100	-601.45768
chr_W	1171273	1182958	1177965	100	NA
chr_W	1183029	1188127	1185619	100	-584.38423
chr_W	1188133	1189247	1188638	100	-393.03095
chr_W	1189249	1190401	1189967	100	-417.72371
chr_W	1190405	1203711	1195275	100	-568.88570
chr_W	1203712	1210438	1207361	100	-1025.53605
chr_W	1210457	1219450	1213417	100	NA
chr_W	1219461	1228331	1223861	100	NA
chr_W	1228460	1242052	1233338	100	NA
chr_W	1242076	1243426	1242885	100	-737.00595
chr_W	1243433	1245183	1244336	100	-626.98031
chr_W	1245186	1248634	1246177	100	-485.05827
chr_W	1248643	1258194	1256960	100	-438.59276
chr_W	1258205	1270183	1262011	100	-593.75680
chr_W	1270224	1278042	1273984	100	NA
chr_W	1278060	1292869	1285913	100	NA
chr_W	1292995	1301783	1298076	100	NA
chr_W	1301832	1304458	1302636	100	NA
chr_W	1304483	1308629	1307639	100	-433.13338
chr_W	1308642	1311989	1309939	100	-556.83642
chr_W	1314569	1334697	1328424	100	NA
chr_W	1334735	1354744	1341825	100	NA
chr_W	1354746	1411518	1394924	100	NA
chr_W	1411519	1416995	1414633	100	NA
chr_W	1417029	1425676	1421448	100	-1168.87399
chr_W	1425714	1440621	1432720	100	NA
chr_W	1440686	1454665	1448866	100	NA
chr_W	1454686	1464260	1460039	100	-584.88917
chr_W	1464268	1467151	1465793	100	-423.64732
chr_W	1467168	1475117	1468938	100	-508.87380
chr_W	1475122	1477848	1476225	100	-410.64568
chr_W	1477883	1480332	1479055	100	-412.11105
chr_W	1480335	1482422	1481582	100	-428.54809
chr_W	1482423	1486163	1484315	100	-403.29401
chr_W	1486164	1488585	1487770	100	-408.31855
chr_W	1488588	1490767	1489410	100	-444.23242
chr_W	1490768	1492403	1491598	100	-401.53194
chr_W	1492420	1494318	1493510	100	-505.17022
chr_W	1494329	1498753	1495051	100	-524.72497
chr_W	1498754	1500834	1499729	100	-390.62759
chr_W	1500864	1502920	1501815	100	-414.20729
chr_W	1502934	1504767	1503774	100	-404.39683
chr_W	1504779	1506585	1505801	100	-446.90277
chr_W	1506588	1511973	1509248	100	-593.07099
chr_W	1511983	1524010	1519053	100	-456.20937
chr_W	1524023	1526044	1525185	100	-417.09092
chr_W	1526065	1591103	1538930	100	-517.30443
chr_W	1591109	1595479	1592565	100	-494.76586
chr_W	1595480	1597008	1596128	100	-702.23413
chr_W	1597062	1600946	1598907	100	-422.39357
chr_W	1600948	1605656	1603426	100	-408.05917
chr_W	1605659	1608688	1607576	100	-419.60826
chr_W	1608689	1612389	1611365	100	-491.73576
chr_W	1612403	1613225	1612789	100	-439.28009
chr_W	1613226	1614955	1614228	100	-380.45020
chr_W	1614976	1616369	1615531	100	-377.91903
chr_W	1616370	1617379	1616833	100	-376.19167
chr_W	1617386	1619707	1618721	100	-429.13776
chr_W	1619721	1624632	1621654	100	-412.18809
chr_W	1624637	1701491	1658568	100	-975.62762
chr_W	1701500	1703377	1702857	100	-420.66376
chr_W	1703388	1704517	1703931	100	-377.72131
chr_W	1704534	1706132	1705266	100	-381.85486
chr_W	1706183	1707847	1706943	100	-421.53242
chr_W	1707848	1709449	1708407	100	-393.91858
chr_W	1709455	1711178	1710323	100	NA
chr_W	1711188	1712833	1711975	100	-377.09487
chr_W	1712842	1714883	1713790	100	-447.08229
chr_W	1714894	1716061	1715406	100	-411.94526
chr_W	1716095	1720743	1718780	100	-611.25253
chr_W	1720744	1723165	1722081	100	-440.82930
chr_W	1723174	1728008	1725186	100	-698.08980
chr_W	1728009	1731798	1729600	100	NA
chr_W	1731829	1738575	1735678	100	NA
chr_W	1738584	1742911	1740770	100	-787.58285
chr_W	1742982	1748946	1746022	100	-482.29285
chr_W	1748966	1753538	1751484	100	-626.21400
chr_W	1753561	1765715	1757920	100	-597.83373
chr_W	1765719	1770434	1769119	100	-549.15305
chr_W	1770471	1776960	1772961	100	-432.71719
chr_W	1776970	1778608	1777713	100	-384.00855
chr_W	1778667	1780016	1779431	100	-397.47828
chr_W	1780019	1780891	1780460	100	-436.75298
chr_W	1780917	1781764	1781311	100	-413.49913
chr_W	1781787	1782599	1782193	100	-438.30241
chr_W	1782604	1785912	1784088	100	-378.91201
chr_W	1785914	1790539	1787438	100	-453.24154
chr_W	1790547	1792406	1791669	100	-384.01489
chr_W	1792412	1796303	1793780	100	-423.25437
chr_W	1796401	1800730	1798768	100	-443.73291
chr_W	1800738	1801745	1801323	100	-425.17544
chr_W	1801746	1803282	1802450	100	-427.27131
chr_W	1803324	1804641	1803881	100	-422.39444
chr_W	1804670	1807162	1806232	100	-367.36832
chr_W	1807169	1809380	1808198	100	-437.19308
chr_W	1809392	1812154	1810750	100	-454.14140
chr_W	1812155	1814592	1813184	100	-369.81535
chr_W	1814597	1821452	1818589	100	NA
chr_W	1821456	1823008	1822339	100	-505.68273
chr_W	1823021	1824289	1823553	100	-365.69126
chr_W	1824294	1825406	1824971	100	-424.01626
chr_W	1825703	1832042	1829959	100	-990.44756
chr_W	1832049	1832955	1832546	100	-590.31542
chr_W	1832959	1841696	1838830	100	-644.79919
chr_W	1841700	1846768	1845044	100	-434.51623
chr_W	1846778	1850460	1847949	100	-480.06819
chr_W	1850518	1853476	1851975	100	-368.06087
chr_W	1853484	1856833	1855349	100	-379.30277
chr_W	1856834	1862008	1860197	100	-716.75450
chr_W	1862023	1864312	1863059	100	-724.65129
chr_W	1864320	1879275	1869497	100	NA
chr_W	1879279	1880900	1880224	100	-728.04390
chr_W	1880901	1884836	1883261	100	-529.76847
chr_W	1884844	1885367	1885120	100	NA
chr_W	1885378	1889690	1886670	100	-507.83860
chr_W	1889842	1899315	1894857	100	-609.64396
chr_W	1899333	1901438	1900189	100	-396.47051
chr_W	1901448	1902724	1902152	100	-469.94338
chr_W	1902736	1904549	1903744	100	-430.82069
chr_W	1904578	1909997	1907863	100	NA
chr_W	1910020	1920302	1916833	100	NA
chr_W	1920304	1920880	1920617	100	-359.58768
chr_W	1920884	1927056	1922716	100	-642.79891
chr_W	1927059	1935839	1932073	100	NA
chr_W	1935893	1942028	1938925	100	NA
chr_W	1942090	1945875	1944768	100	-580.40798
chr_W	1945882	1948286	1947157	100	-402.65163
chr_W	1948391	1949581	1948981	100	-2123.18485
chr_W	1949588	1961959	1959555	100	-445.97126
chr_W	1961979	1962948	1962574	100	-340.15133
chr_W	1962953	1966869	1964196	100	-545.82075
chr_W	1967069	1969972	1969145	100	-445.94605
chr_W	1969986	1972145	1971314	100	-378.42028
chr_W	1972148	1973644	1972872	100	-366.00005
chr_W	1973654	1976791	1974484	100	-578.91428
chr_W	1976795	1979651	1977409	100	-492.87695
chr_W	1980346	2005925	1986090	100	-459.99729
chr_W	2005926	2010266	2009059	100	NA
chr_W	2010267	2015738	2012659	100	NA
chr_W	2016175	2018193	2017597	100	-482.14697
chr_W	2018197	2019318	2018622	100	-373.15165
chr_W	2019319	2021372	2019769	100	-425.25873
chr_W	2021376	2023561	2022082	100	-470.67532
chr_W	2023571	2029495	2027081	100	-609.08244
chr_W	2029521	2035550	2032151	100	-517.48402
chr_W	2035564	2038662	2036960	100	-506.11304
chr_W	2038674	2041192	2040370	100	-600.06678
chr_W	2041193	2044799	2043426	100	-419.51516
chr_W	2044814	2046765	2045280	100	-449.37198
chr_W	2047044	2078103	2060952	100	-617.78248
chr_W	2078114	2082934	2080622	100	-737.45552
chr_W	2082935	2085584	2084537	100	-744.86040
chr_W	2085588	2087596	2086703	100	-828.37701
chr_W	2087600	2089104	2088387	100	-997.02321
chr_W	2089131	2090347	2089792	100	-476.49951
chr_W	2090361	2091431	2090883	100	-458.33767
chr_W	2091443	2092516	2091939	100	-1192.66748
chr_W	2092524	2102426	2101165	100	-2334.73660
chr_W	2102427	2104101	2103321	100	NA
chr_W	2104102	2105602	2104927	100	-970.03305
chr_W	2105617	2108383	2107614	100	-506.67105
chr_W	2108397	2114069	2110514	100	-1555.44650
chr_W	2114141	2128705	2119072	100	NA
chr_W	2128750	2136298	2132502	100	NA
chr_W	2136382	2143450	2139806	100	NA
chr_W	2143628	2146527	2145402	100	-775.23409
chr_W	2146531	2150563	2148749	100	NA
chr_W	2150627	2154952	2152735	100	NA
chr_W	2155050	2158098	2156601	100	NA
chr_W	2158123	2164486	2160145	100	NA
chr_W	2167683	2197157	2181560	100	NA
chr_W	2197162	2199858	2197897	100	-491.71231
chr_W	2199864	2205367	2202914	100	NA
chr_W	2205392	2216128	2211176	100	NA
chr_W	2216149	2224879	2220232	100	-838.96836
chr_W	2224914	2230881	2228385	100	-568.43097
chr_W	2230884	2234530	2232617	100	-417.84968
chr_W	2234554	2236559	2235986	100	-446.51784
chr_W	2236560	2238839	2237668	100	-461.70567
chr_W	2238851	2240447	2239699	100	-387.18920
chr_W	2240474	2242062	2241179	100	-344.50687
chr_W	2242077	2243678	2242776	100	-391.79371
chr_W	2243690	2251881	2248292	100	-646.75548
chr_W	2251889	2292750	2287467	100	-778.08062
chr_W	2292763	2293996	2293441	100	-417.85686
chr_W	2294002	2303055	2297133	100	-1140.37815
chr_W	2303108	2312737	2306534	100	NA
chr_W	2312739	2322527	2317433	100	NA
chr_W	2322610	2334210	2328761	100	NA
chr_W	2334343	2338812	2336266	100	NA
chr_W	2338813	2341120	2340023	100	-454.23503
chr_W	2341134	2344715	2343276	100	-660.38163
chr_W	2345137	2350312	2347320	100	NA
chr_W	2350335	2351338	2350920	100	-537.90449
chr_W	2351343	2353617	2352449	100	-431.54654
chr_W	2353619	2362899	2357101	100	-481.02248
chr_W	2362921	2365658	2364092	100	-458.82502
chr_W	2365722	2368773	2367266	100	-410.59030
chr_W	2368797	2370452	2369680	100	-453.36497
chr_W	2370453	2376244	2373159	100	-468.91054
chr_W	2376254	2385383	2382270	100	NA
chr_W	2385385	2386973	2386359	100	-686.94676
chr_W	2386974	2387996	2387488	100	-371.58908
chr_W	2388010	2390608	2389312	100	-513.14121
chr_W	2390620	2397799	2393582	100	-639.03674
chr_W	2397811	2406337	2402257	100	NA
chr_W	2406384	2412407	2410310	100	NA
chr_W	2412456	2416117	2414287	100	NA
chr_W	2416136	2418966	2417563	100	-542.20834
chr_W	2419004	2427392	2423643	100	NA
chr_W	2427533	2435007	2430997	100	NA
chr_W	2435016	2451942	2448640	100	-639.93612
chr_W	2451946	2454593	2453295	100	-395.76548
chr_W	2454602	2458104	2456407	100	-393.60411
chr_W	2458117	2462725	2461180	100	-394.45754
chr_W	2462730	2472602	2470977	100	-424.57507
chr_W	2472604	2478145	2475823	100	-447.90314
chr_W	2478152	2481291	2479599	100	-666.47607
chr_W	2481292	2484885	2483306	100	-1556.21528
chr_W	2485008	2486948	2486029	100	NA
chr_W	2486990	2497177	2495348	100	-437.85606
chr_W	2497179	2501166	2499137	100	-514.47873
chr_W	2501188	2506996	2504390	100	NA
chr_W	2506999	2509656	2508472	100	-697.11975
chr_W	2509657	2512005	2510896	100	-440.02802
chr_W	2512015	2512784	2512389	100	-442.03600
chr_W	2512796	2515381	2514652	100	-467.14154
chr_W	2515415	2517265	2516061	100	-460.49427
chr_W	2517269	2517968	2517664	100	-371.27246
chr_W	2517970	2518963	2518446	100	-384.43789
chr_W	2518990	2519820	2519362	100	-431.70813
chr_W	2519829	2522341	2520857	100	-439.17976
chr_W	2522352	2532896	2526623	100	-446.81231
chr_W	2532901	2535387	2534419	100	-382.11367
chr_W	2535410	2537566	2536707	100	-442.14083
chr_W	2537581	2539075	2538189	100	-449.83277
chr_W	2539083	2542888	2540353	100	-939.32974
chr_W	2542891	2556898	2551827	100	-1237.05469
chr_W	2556901	2558002	2557410	100	-409.56007
chr_W	2558004	2560149	2558980	100	-348.00190
chr_W	2560152	2565174	2561939	100	-569.54267
chr_W	2565197	2576404	2574311	100	NA
chr_W	2576415	2578635	2577279	100	-3120.59162
chr_W	2578708	2583408	2580931	100	-707.37864
chr_W	2583409	2585430	2584527	100	-412.72357
chr_W	2585469	2590231	2587834	100	-819.63644
chr_W	2590435	2596040	2594310	100	-523.04752
chr_W	2596041	2599258	2597677	100	-493.66551
chr_W	2599259	2600679	2599846	100	NA
chr_W	2600727	2611188	2605148	100	-473.32713
chr_W	2611293	2619564	2615733	100	-708.49135
chr_W	2619586	2620655	2620075	100	-373.29403
chr_W	2620661	2621887	2621289	100	-413.67334
chr_W	2621903	2624827	2623211	100	-625.55241
chr_W	2624886	2626909	2626380	100	-501.59977
chr_W	2626943	2627539	2627217	100	-667.36531
chr_W	2627556	2628212	2627857	100	-435.98029
chr_W	2628214	2628735	2628476	100	NA
chr_W	2628746	2630061	2629347	100	-401.89311
chr_W	2630068	2635272	2631719	100	-639.93964
chr_W	2635337	2646020	2641658	100	NA
chr_W	2646173	2655292	2650291	100	NA
chr_W	2655299	2660914	2659097	100	-552.41494
chr_W	2660920	2675102	2667934	100	-672.01307
chr_W	2675131	2680409	2677415	100	NA
chr_W	2680424	2688917	2684179	100	NA
chr_W	2688930	2689829	2689370	100	-368.67938
chr_W	2689836	2693099	2692042	100	-520.00251
chr_W	2693118	2695301	2693753	100	-453.83247
chr_W	2695318	2701493	2698921	100	-637.43696
chr_W	2701496	2706046	2703627	100	-703.35276
chr_W	2706142	2720761	2711709	100	-913.16346
chr_W	2720762	2723222	2722240	100	NA
chr_W	2723223	2724613	2723621	100	NA
chr_W	2724702	2730020	2727482	100	NA
chr_W	2730030	2734030	2731445	100	NA
chr_W	2734035	2744359	2742007	100	-654.27351
chr_W	2744442	2748011	2746356	100	-529.22447
chr_W	2748013	2748907	2748418	100	-388.08359
chr_W	2749001	2754565	2751048	100	-737.12969
chr_W	2754580	2760736	2757984	100	NA
chr_W	2760738	2773307	2767675	100	NA
chr_W	2773349	2779562	2778060	100	NA
chr_W	2779563	2790737	2783698	100	NA
chr_W	2791284	2802320	2798099	100	NA
chr_W	2802348	2809010	2805794	100	NA
chr_W	2809014	2815415	2811841	100	NA
chr_W	2815435	2847066	2838864	100	NA
chr_W	2847111	2855736	2850549	100	NA
chr_W	2855739	2859564	2858227	100	-620.59079
chr_W	2859571	2863754	2860998	100	-685.72572
chr_W	2863781	3035112	2973471	100	NA
chr_W	3035218	3038287	3036812	100	NA
chr_W	3038288	3042828	3040420	100	NA
chr_W	3042860	3047795	3045943	100	NA
chr_W	3047797	3054639	3050588	100	NA
chr_W	3054642	3057454	3056080	100	NA
chr_W	3057467	3066048	3060839	100	NA
chr_W	3066052	3069819	3067905	100	-1750.97792
chr_W	3069829	3084619	3078038	100	NA
chr_W	3084628	3090925	3088329	100	NA
chr_W	3090944	3098351	3093778	100	NA
chr_W	3098356	3108672	3105828	100	-987.88219
chr_W	3108676	3109343	3109002	100	-608.83979
chr_W	3109350	3115251	3111089	100	-937.48732
chr_W	3115254	3120735	3118705	100	NA
chr_W	3120738	3125311	3123324	100	NA
chr_W	3125316	3131268	3128480	100	-1295.40297
chr_W	3131274	3134691	3132245	100	-1073.85285
chr_W	3134698	3140678	3137312	100	NA
chr_W	3140700	3144554	3142366	100	NA
chr_W	3144635	3267578	3187625	100	NA
chr_W	3267709	3314919	3284944	100	NA
chr_W	3314921	3320627	3316757	100	NA
chr_W	3320738	3330063	3326646	100	NA
chr_W	3330074	3336475	3332214	100	NA
chr_W	3336478	3351742	3340921	100	NA
chr_W	3351746	3377058	3367630	100	NA
chr_W	3377059	3391258	3381746	100	NA
chr_W	3391264	3394758	3392778	100	NA
chr_W	3394759	3397558	3396931	100	-942.48593
chr_W	3397580	3407284	3400998	100	-882.03810
chr_W	3407298	3410818	3409275	100	NA
chr_W	3410823	3427276	3420482	100	NA
chr_W	3427281	3433471	3429638	100	-1255.03432
chr_W	3433474	3434825	3434145	100	-893.94691
chr_W	3434828	3437947	3436026	100	-1731.55561
chr_W	3437969	3443410	3440605	100	NA
chr_W	3443417	3446844	3445128	100	NA
chr_W	3446866	3451066	3448846	100	NA
chr_W	3451067	3458941	3455162	100	NA
chr_W	3458962	3464301	3461841	100	NA
chr_W	3464340	3471982	3469045	100	NA
chr_W	3471995	3473751	3472996	100	NA
chr_W	3473820	3476036	3474919	100	NA
chr_W	3476045	3477329	3476665	100	-796.25703
chr_W	3477360	3495052	3487571	100	NA
chr_W	3495054	3497268	3496087	100	NA
chr_W	3497296	3500093	3498583	100	NA
chr_W	3500118	3509905	3503918	100	NA
chr_W	3509912	3539019	3528169	100	NA
chr_W	3539285	3555918	3545152	100	NA
chr_W	3555923	3577507	3564730	100	NA
chr_W	3579308	3606566	3597635	100	NA
chr_W	3606571	3618095	3612922	100	NA
chr_W	3618173	3623398	3621272	100	NA
chr_W	3623403	3628525	3626362	100	NA
chr_W	3628528	3652997	3645038	100	NA
chr_W	3653005	3665714	3658226	100	NA
chr_W	3671230	3738431	3709843	100	NA
chr_W	3738436	3777545	3761886	100	NA
chr_W	3777711	3806137	3795649	100	NA
chr_W	3806146	3813722	3809669	100	NA
chr_W	3813761	3858206	3833258	100	-510.49912
chr_W	3858255	3860450	3859443	100	-402.67395
chr_W	3860493	3861752	3861174	100	-353.02902
chr_W	3861763	3862729	3862259	100	-382.19784
chr_W	3862752	3863773	3863260	100	-398.72010
chr_W	3863775	3865658	3864489	100	-416.29083
chr_W	3865679	3887091	3876042	100	-489.98650
chr_W	3887093	3897057	3888568	100	-422.61389
chr_W	3897092	3903534	3901258	100	-594.03515
chr_W	3903552	3904314	3903922	100	-399.42429
chr_W	3904315	3906138	3904942	100	-418.81076
chr_W	3906140	3908243	3907077	100	-377.20864
chr_W	3908245	3909750	3909102	100	-363.72916
chr_W	3909801	3916529	3913603	100	NA
chr_W	3916534	3921717	3918628	100	NA
chr_W	3921742	3924603	3923225	100	-507.04225
chr_W	3924657	3950905	3945271	100	NA
chr_W	3950906	3954290	3952577	100	-1242.52805
chr_W	3954471	3968917	3962344	100	NA
chr_W	3969171	3985101	3974127	100	NA
chr_W	3985104	3991460	3988478	100	NA
chr_W	3991520	4000810	3997759	100	NA
chr_W	4000826	4008133	4004645	100	-639.96792
chr_W	4008138	4013368	4009866	100	-611.08836
chr_W	4013377	4041097	4023854	100	NA
chr_W	4041419	4047842	4045107	100	NA
chr_W	4047861	4057301	4053282	100	NA
chr_W	4057306	4060819	4059678	100	-974.87057
chr_W	4060822	4062182	4061626	100	-483.54594
chr_W	4062197	4062971	4062583	100	-361.88613
chr_W	4062977	4070665	4064366	100	-495.86154
chr_W	4070688	4073730	4072494	100	-452.29913
